conversation_id,tweet_id,customer_message,turn_count,candidate_intent,gold_intent,expected_escalation,annotation_notes,ai_intent,ai_escalation,ai_confidence,ai_reason,ai_source,annotation_status,annotation_method
AmazonHelp_502481,502481,"@AmazonHelp hi, I have prime membership but can only listen to certain songs on the amazon music app? Does the prime membership not include prime music or?",4,prime_membership,prime_membership,False,"Customer is discussing Prime membership benefits, eligibility, or Prime-related service expectations.",prime_membership,0.0,85.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_1615542,1615542,@115850 kindly take it seriously and help me in this matter because some wrong has happened and your team is not aware of it. Waiting!!,2,technical_issue,technical_issue,False,"Customer reports an app, website, device, Alexa, or other technical malfunction.",technical_issue,0.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_2525444,2525446,@AmazonHelp Iâve already talked to to Customer service 3 times I just want to voice my displeasure on a public forum,5,support_followup,support_followup,True,The customer has already contacted customer service three times and is publicly escalating dissatisfaction.,support_followup,0.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_1614877,1614877,@115850 @AmazonHelp my recharge failed due to Ur technical issue...and evn the money is not refunded...,2,returns_refunds,amazon_pay,True,"An Amazon recharge failed and the associated money has not been refunded, making this a financial support issue.",returns_refunds,0.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_306598,306597,@AmazonHelp Already informed the team. But haven't received my refund,8,returns_refunds,returns_refunds,False,"Customer is asking about a return, refund, replacement-after-return, or refund timing issue.",returns_refunds,0.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_359778,359778,"@115850 I didn't Recieved my cashback yet, give me my cashback asap,i m extremely upset with your pathetic service (__email__)",2,amazon_pay,amazon_pay,False,The customer has not received an Amazon cashback payment.,amazon_pay,0.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_988110,988110,@115850 is the third class company which yet not refunded my payback balance to my account,5,returns_refunds,amazon_pay,True,The customer says an Amazon payback balance has still not been refunded.,returns_refunds,0.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_2507270,2507270,@AmazonHelp helpppp meeee ya people never sent me my sleeping bag and it says it did and Iï¸ need it for tomorrow ð­ð­,2,other,other,False,Message does not clearly fit another intent or is primarily feedback/general commentary.,other,0.0,60.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_1160647,1160647,"@115830 Hi got an email about a refund but itâs a diff card now than the one I paid on as itâs a new card, will that make a difference?",2,returns_refunds,returns_refunds,False,"Customer is asking about a return, refund, replacement-after-return, or refund timing issue.",returns_refunds,0.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_347944,347943,@AmazonHelp Yes I know tht...want to know will I get valid warranty if purchased frm othr e-commerce site?,6,order_management,order_management,False,"Customer is asking about an order lifecycle issue such as cancellation, dispatch, preorder, or order status.",order_management,0.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_323766,323766,@115850 Im not able to add money to AmazonPay thr DebitCard. Im being taken to same page after filling the info.#AmazonGreatIndianFestival https://t.co/nDJn8OGBmn,2,payment_billing,payment_billing,False,"Customer is asking about a charge, card payment, billing amount, or payment processing issue.",payment_billing,0.0,80.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_2098728,2098728,@AmazonHelp what's the point of prime shipping if my package won't arrive on time? I'll have to wait between now &amp; Saturday? Why is that?,6,delivery_problem,delivery_problem,False,"Customer reports a delivery, tracking, lateness, or package-arrival problem.",delivery_problem,0.0,85.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_2179030,2179029,"@AmazonHelp Amazon yes, and I have emailed, phoned, filed online complaints but yet no one can tell me when I'm going to get my refund.",5,returns_refunds,returns_refunds,True,"The customer has emailed, phoned, and filed complaints but still has no information about the refund.",returns_refunds,0.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_1559839,1559838,@AmazonHelp yes your customer won't give me a compensation for an item that the price decreased overnight.,3,product_information,product_information,False,"Customer is asking for product information, pricing, availability, compatibility, or program details.",product_information,0.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_2583024,2583023,@AmazonHelp No info there about sms marketing. Is this SMS actually from Amazon (see screenshot) https://t.co/BxlBZqfO7B,6,other,other,False,Message does not clearly fit another intent or is primarily feedback/general commentary.,other,0.0,60.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_444253,444257,@AmazonHelp They why use the word guaranteed? And why charge extra for prime membership? Isnt it misleading on ur part? @115850 @115821 #ScamAlert,10,prime_membership,prime_membership,False,"Customer is discussing Prime membership benefits, eligibility, or Prime-related service expectations.",prime_membership,0.0,85.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_1359069,1359071,@AmazonHelp The reason I ask is because I took advantage of a discounted pre-order price. I'm curious if I can use the discounted price for digital.,7,order_management,order_management,False,"Customer is asking about an order lifecycle issue such as cancellation, dispatch, preorder, or order status.",order_management,0.0,80.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_2896017,2896017,@115850 How come the price fluctuating so much? https://t.co/RqIMt95cC3,3,product_information,product_information,False,"Customer is asking for product information, pricing, availability, compatibility, or program details.",product_information,0.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_939607,939607,Amazonã§è²·ã£ããã¤åæã«ã­ã£ã³ã»ã«ããããã¨èª°ãããï¼,2,other,other,False,Message does not clearly fit another intent or is primarily feedback/general commentary.,other,0.0,60.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_1601855,1601855,Amazon Is slower than a snail #freddyfiles is late @115821 do something pleaseee https://t.co/kkSHaIdc6W,4,delivery_problem,delivery_problem,False,"Customer reports a delivery, tracking, lateness, or package-arrival problem.",delivery_problem,0.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_485199,485195,"@AmazonHelp So you're saying we need to sift through broken glass, sort it, buy packaging, and package it separately before returning it to you? Seems a little unreasonable.",9,returns_refunds,returns_refunds,False,The customer is questioning the packaging requirements for returning a damaged item.,delivery_problem,0.0,65.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_2208540,2208540,MY COPY OF THE BOOK OF DUST IS STILL NOT HERE WHO DO I CALL @115830,4,digital_content,delivery_problem,False,The customer says a physical book has still not arrived and asks whom to contact.,digital_content,0.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_1145917,1145916,"@AmazonHelp Iâm just letting you know this is a virus, I donât have a prime subscription",4,prime_membership,prime_membership,True,"Customer is discussing Prime membership benefits, eligibility, or Prime-related service expectations.",prime_membership,1.0,80.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_1706234,1706245,"@AmazonHelp I was going to buy some books this afternoon and didnât.  If you donât fix the app, I will get them from someone else.",5,digital_content,digital_content,False,"Customer is asking about digital media availability, playback, Kindle, or Prime Video content.",digital_content,0.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_2776327,2776327,@115823 please how can I get in touch with amazon pay support team?,6,amazon_pay,amazon_pay,False,"Customer is asking about Amazon Pay balance, top-up, cashback, or Amazon Pay support.",amazon_pay,0.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_63863,63860,@AmazonHelp It can't be more than the total billing amt which has been finalised while placing the order right? https://t.co/p0nNRIEgmr,4,payment_billing,payment_billing,False,"Customer is asking about a charge, card payment, billing amount, or payment processing issue.",payment_billing,0.0,80.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_2192408,2192402,"@AmazonHelp I haven't received such an email, as of yet.",8,account_access,account_access,False,"The customer says an expected email has not arrived, without describing a security incident.",account_access,0.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_1144989,1144989,@115821 guys you need a better system. Having huge trouble getting a refund. Used debit card. Can someone call me?  (818)516-5052,4,payment_billing,payment_billing,True,"Customer is asking about a charge, card payment, billing amount, or payment processing issue.",payment_billing,1.0,80.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_1207586,1207584,"@AmazonHelp This is a joke now.I just had an email from __email__ AGAIN, with the SAME INVOICE I already have. Not the one I'm missing!",11,product_issue,product_issue,True,"The customer repeatedly receives the same invoice but is missing a different invoice, indicating an unresolved document issue.",product_issue,1.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_1755259,1755259,#WhatTheHell is this @119356? Has #AmazonIndia #Login page changed? Why we not #Informed beforehand? Is this a #Phishing attempt? #Silly https://t.co/BWoR7JYDSW,4,account_access,account_access,True,"Customer reports an account, login, verification, suspicious-email, or account-related access issue.",account_access,1.0,80.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_2344025,2344024,@AmazonHelp Thanks,3,other,other,False,Message does not clearly fit another intent or is primarily feedback/general commentary.,other,0.0,60.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_43725,43725,"Thanks to Amazon's new, experimental, delivery-gig system, we just had yet another package chucked into our yard, left out in the open next to a city sidewalk. A city sidewalk, you dolts!!! Driver sped away. @115821 Prime members since 1995.",3,delivery_problem,delivery_problem,False,"Customer reports a delivery, tracking, lateness, or package-arrival problem.",delivery_problem,0.0,85.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_836501,836501,"@115830 Hey guys! I can't seem to DM you, and it's a slightly sensitive issue - can someone DM me so I can reply to it? Thanks!",2,support_followup,support_followup,True,Customer is following up on prior support contact or asking to reach customer service.,support_followup,1.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_224250,224250,@115850 You sent me this broken gamepad and still didnt take it back ! https://t.co/2uCNtLKo5L,12,product_issue,product_issue,True,The customer received a broken gamepad and says it still has not been taken back.,returns_refunds,0.0,65.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_1307640,1307640,Another pathetic experience from Amazon india.not received my amazon pay cashback since 2 weeks @115851 @115850,4,amazon_pay,amazon_pay,True,"Customer is asking about Amazon Pay balance, top-up, cashback, or Amazon Pay support.",amazon_pay,1.0,80.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_2314001,2314000,@AmazonHelp I placed the order on the 16th. I forget what the delivery date was but it is now saying 20-23,4,delivery_problem,delivery_problem,False,The customer reports a changed delivery window after placing the order.,order_management,0.0,75.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_493451,493450,@AmazonHelp I'm not doubting the genuineness of your contests. You are multi billion dollars company and that takes a good amount of trust to build such a business. I was only looking for a link where we can see the winners. thanks for sending the link. Appreciate it,4,payment_billing,other,False,"The customer is discussing contest trust and looking for a winners link, not a payment issue.",technical_issue,0.0,75.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_2894527,2894526,@AmazonHelp Yess I can sign into https://t.co/7qU3nv784c fine using the same credentials. Itâs just the Alexa app Iâm having trouble with. Been on this loop for months and I havenât even set up my echo dot yet,4,technical_issue,technical_issue,True,The customer can sign in normally but the Alexa app has been stuck in a loop for months.,digital_content,1.0,75.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
AmazonHelp_181157,181171,@AmazonHelp You can simply repay me on my Amazon wallet so that I can buy another cellphone. Looking forward for your cooperation.,3,amazon_pay,amazon_pay,False,"Customer is asking about Amazon Pay balance, top-up, cashback, or Amazon Pay support.",amazon_pay,0.0,70.0,Keyword-based fallback suggestion; review before accepting.,heuristic_fallback,human_reviewed,manual_human_review
